candidate_i,candidate_j,qubit_i,qubit_j,params_i,params_j,pair_params,baseline_loss,baseline_accuracy,baseline_macro_f1,pair_loss,pair_accuracy,pair_macro_f1,measured_loss_increase,measured_accuracy_drop,measured_f1_drop,predicted_loss_increase,predicted_accuracy_drop,predicted_f1_drop,interaction_loss_gap,interaction_accuracy_gap,interaction_f1_gap,proxy_q_ij,eval_seconds
stages.3.blocks.2,stages.2.blocks.5,1,3,4763136,1201920,5965056,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.21297105828921,0.9566666666666667,0.9535911783005189,0.12433376202980678,0.03500000000000003,0.03747754516847279,0.1027046607931455,0.021666666666666723,0.022863594143569532,0.021629101236661286,0.013333333333333308,0.01461395102490326,0.15235554210567917,81.79868080001324
stages.3.blocks.2,stages.2.blocks.3,1,4,4763136,1201920,5965056,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.20992670784393946,0.9583333333333334,0.9555503936299657,0.12128941158453624,0.033333333333333326,0.03551832983902592,0.10732221007347106,0.023333333333333428,0.024753659314222354,0.013967201511065175,0.009999999999999898,0.010764670524803566,0.15248223556693258,82.09737529999984
stages.3.blocks.2,stages.2.blocks.7,1,5,4763136,1201920,5965056,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.24202136476834615,0.945,0.9385439591860958,0.15338406850894293,0.046666666666666745,0.052524764282895875,0.1195064608256022,0.026666666666666727,0.02870833833400599,0.03387760768334072,0.020000000000000018,0.023816425948889886,0.15281653950325305,81.45492050000757
stages.3.blocks.2,stages.3.blocks.0,1,6,4763136,4763136,9526272,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.6276944323380789,0.81,0.8053120217510714,0.5390571360786757,0.18166666666666664,0.18575670171792025,0.3654507923126221,0.06833333333333336,0.0728099535581943,0.17360634376605355,0.11333333333333329,0.11294674815972594,0.3176473814309491,81.95244249999814
stages.3.blocks.2,stages.1.blocks.1,1,7,4763136,306048,5069184,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.19765858362118402,0.965,0.9629631111859672,0.1090212873617808,0.026666666666666727,0.02810561228302444,0.09800336266557375,0.025000000000000022,0.026055894375757505,0.011017924696207049,0.0016666666666667052,0.0020497179072669347,0.07681524127697938,80.95417959999759
stages.3.blocks.2,stages.0.blocks.2,1,8,4763136,79296,4842432,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.20738401889801025,0.9633333333333334,0.9608259594584561,0.11874672263860703,0.02833333333333332,0.030242764010535605,0.1020836396018664,0.023333333333333428,0.024447712753561945,0.016663083036740634,0.004999999999999893,0.00579505125697366,0.039128891299064314,79.65079470000637
stages.3.blocks.2,stages.0.blocks.0,1,9,4763136,79296,4842432,0.08863729625940323,0.9916666666666667,0.9910687234689917,3.0713139533996583,0.22666666666666666,0.1744244779675171,2.982676657140255,0.765,0.8166442455014746,2.800482881466548,0.8350000000000001,0.8808929062075238,0.18219377567370731,-0.07000000000000006,-0.06424866070604918,0.05814566014155497,79.67385029999423
stages.2.blocks.0,stages.2.blocks.5,2,3,1201920,1201920,2403840,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.16593606472015382,0.975,0.9733814964659937,0.0772987684607506,0.01666666666666672,0.017687227002997963,0.0514011902610461,0.00666666666666671,0.006792351044330069,0.025897578199704493,0.010000000000000009,0.010894875958667893,0.07582604284913154,80.05353300001298
stages.2.blocks.0,stages.2.blocks.3,2,4,1201920,1201920,2403840,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.1824860347310702,0.9716666666666667,0.9708677112824441,0.09384873847166697,0.020000000000000018,0.020201012186547573,0.05601873954137167,0.008333333333333415,0.008682416214982891,0.0378299989302953,0.011666666666666603,0.011518595971564682,0.07588968509414086,54.56851270000334
stages.2.blocks.0,stages.2.blocks.7,2,5,1201920,1201920,2403840,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.17340194682280222,0.9783333333333334,0.9769863803829002,0.08476465056339899,0.013333333333333308,0.014082343086091464,0.06820299029350281,0.011666666666666714,0.012637095234766527,0.01656166026989618,0.0016666666666665941,0.0014452478513249378,0.07605761683120454,51.35714079999889
stages.2.blocks.0,stages.3.blocks.0,2,6,1201920,4763136,5965056,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.4563176051775614,0.9183333333333333,0.9134846815990365,0.36768030891815817,0.07333333333333336,0.07758404186995516,0.31414732178052274,0.053333333333333344,0.056738710458954844,0.053532987137635435,0.020000000000000018,0.020845331411000312,0.1581569750630396,52.411817000000156
stages.2.blocks.0,stages.1.blocks.1,2,7,1201920,306048,1507968,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.16401991685231526,0.975,0.9738882299874978,0.07538262059291204,0.01666666666666672,0.017180493481493864,0.04669989213347435,0.010000000000000009,0.009984651276518042,0.028682728459437687,0.00666666666666671,0.007195842204975822,0.038229982779582165,55.01154239999596
stages.2.blocks.0,stages.0.blocks.2,2,8,1201920,79296,1281216,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.1668669128417969,0.9766666666666667,0.9750415306829633,0.07822961658239366,0.015000000000000013,0.016027192786028377,0.050780169069767,0.008333333333333415,0.008376469654322483,0.027449447512626665,0.006666666666666599,0.007650723131705894,0.01947409232760556,53.73351869999897
stages.2.blocks.0,stages.0.blocks.0,2,9,1201920,79296,1281216,0.08863729625940323,0.9916666666666667,0.9910687234689917,2.912925370534261,0.155,0.10064949709030706,2.824288074274858,0.8366666666666667,0.8904192263786846,2.7491794109344485,0.8200000000000001,0.8648216631082843,0.07510866334040944,0.016666666666666607,0.025597563270400303,0.029026833645004708,61.23859900000389
stages.2.blocks.5,stages.2.blocks.3,3,4,1201920,1201920,2403840,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.1733333961168925,0.9866666666666667,0.9861114573627268,0.08469609985748927,0.0050000000000000044,0.0049572661062649015,0.059202007154623676,0.0050000000000001155,0.005219394146891432,0.025494092702865595,-1.1102230246251565e-16,-0.0002621280406265303,0.07593355908120063,56.32466349999595
stages.2.blocks.5,stages.2.blocks.7,3,5,1201920,1201920,2403840,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.20029055088758468,0.9783333333333334,0.9767573993309949,0.11165325462818146,0.013333333333333308,0.01431132413799674,0.07138625790675482,0.008333333333333415,0.009174073166675067,0.04026699672142664,0.004999999999999893,0.005137250971321672,0.0761014908182643,54.5128551999951
stages.2.blocks.5,stages.3.blocks.0,3,6,1201920,4763136,5965056,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.520569851398468,0.9116666666666666,0.9062119658262551,0.4319325551390648,0.08000000000000007,0.08485675764273659,0.31733058939377473,0.050000000000000044,0.053275688390863385,0.11460196574529008,0.030000000000000027,0.031581069251873206,0.15824431559099825,57.250224399991566
stages.2.blocks.5,stages.1.blocks.1,3,7,1201920,306048,1507968,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.15898622035980225,0.98,0.9784203559517689,0.07034892410039903,0.011666666666666714,0.012648367517222758,0.04988315974672636,0.00666666666666671,0.0065216292084265826,0.020465764353672672,0.0050000000000000044,0.006126738308796176,0.038252122090262006,55.09097130000009
stages.2.blocks.5,stages.0.blocks.2,3,8,1201920,79296,1281216,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.16814853618542352,0.98,0.9789785374982802,0.0795112399260203,0.011666666666666714,0.012090185970711431,0.053963436683019006,0.0050000000000001155,0.004913447586231023,0.025547803243001294,0.006666666666666599,0.007176738384480408,0.019485361576270347,53.24862880000728
stages.2.blocks.5,stages.0.blocks.0,3,9,1201920,79296,1281216,0.08863729625940323,0.9916666666666667,0.9910687234689917,2.8578543567657473,0.16666666666666666,0.11024236634589758,2.769217060506344,0.8250000000000001,0.8808263571230941,2.7523626785477004,0.8166666666666668,0.8613586410401929,0.01685438195864375,0.008333333333333304,0.01946771608290121,0.0290381028936695,115.64302940000198
stages.2.blocks.3,stages.2.blocks.7,4,5,1201920,1201920,2403840,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.18406194508075713,0.9783333333333334,0.9764599441449581,0.0954246488213539,0.013333333333333308,0.014608779324033594,0.07600380718708039,0.01000000000000012,0.011064138337327889,0.019420841634273517,0.0033333333333331883,0.003544640986705705,0.07616513306327363,83.3111726000061
stages.2.blocks.3,stages.3.blocks.0,4,6,1201920,4763136,5965056,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.47177025318145754,0.9166666666666666,0.912801063227569,0.3831329569220543,0.07500000000000007,0.07826766024142262,0.3219481386741003,0.05166666666666675,0.055165753561516206,0.061184818247953965,0.023333333333333317,0.023101906679906414,0.15837100905225165,55.48255070000596
stages.2.blocks.3,stages.1.blocks.1,4,7,1201920,306048,1507968,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.16018029262622197,0.9816666666666667,0.9805527000340564,0.07154299636681874,0.010000000000000009,0.010516023434935295,0.054500709027051925,0.008333333333333415,0.008411694379079404,0.017042287339766815,0.0016666666666665941,0.0021043290558558914,0.03828423668775014,67.3302246999956
stages.2.blocks.3,stages.0.blocks.2,4,8,1201920,79296,1281216,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.16424078394969305,0.98,0.9787513348079877,0.07560348769028982,0.011666666666666714,0.012317388661003958,0.05858098596334457,0.006666666666666821,0.006803512756883845,0.01702250172694525,0.004999999999999893,0.0055138759041201135,0.019501708398901686,143.78278860000137
stages.2.blocks.3,stages.0.blocks.0,4,9,1201920,79296,1281216,0.08863729625940323,0.9916666666666667,0.9910687234689917,2.8809302838643394,0.16333333333333333,0.09080797886985108,2.7922929876049363,0.8283333333333334,0.9002607445991406,2.756980227828026,0.8183333333333335,0.8632487062108457,0.03531275977691006,0.009999999999999898,0.03701203838829492,0.02905444971630083,50.63473779999185
stages.2.blocks.7,stages.3.blocks.0,5,6,1201920,4763136,5965056,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.5150692296028138,0.9116666666666666,0.9070253066438351,0.42643193334341056,0.08000000000000007,0.08404341682515659,0.33413238942623147,0.05500000000000005,0.05912043258129984,0.0922995439171791,0.025000000000000022,0.02492298424385675,0.15870531298857213,54.34621619999234
stages.2.blocks.7,stages.1.blocks.1,5,7,1201920,306048,1507968,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.16161296526590982,0.98,0.9786362132975815,0.0729756690065066,0.011666666666666714,0.012432510171410116,0.06668495977918307,0.011666666666666714,0.01236637339886304,0.0062907092273235266,0.0,6.613677254707628e-05,0.03836897694385665,163.5828227999882
stages.2.blocks.7,stages.0.blocks.2,5,8,1201920,79296,1281216,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.1775801658630371,0.9783333333333334,0.9770271081922686,0.08894286960363387,0.013333333333333308,0.014041615276723096,0.07076523671547572,0.01000000000000012,0.01075819177666748,0.018177632888158157,0.0033333333333331883,0.0032834235000556156,0.01954484248883754,51.716631999996025
stages.2.blocks.7,stages.0.blocks.0,5,9,1201920,79296,1281216,0.08863729625940323,0.9916666666666667,0.9910687234689917,2.8708000628153485,0.15333333333333332,0.1102347458661401,2.7821627665559454,0.8383333333333334,0.8808339776028515,2.7691644785801572,0.8216666666666668,0.8672033852306293,0.01299828797578817,0.016666666666666607,0.013630592372222194,0.02909758380623669,52.040130100009264
stages.3.blocks.0,stages.1.blocks.1,6,7,4763136,306048,5069184,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.4429329943656921,0.93,0.9258829603868404,0.3542956981062889,0.06166666666666665,0.0651857630821513,0.312629291266203,0.053333333333333344,0.05646798862305136,0.041666406840085934,0.008333333333333304,0.008717774459099936,0.07978678305951889,174.96395229999325
stages.3.blocks.0,stages.0.blocks.2,6,8,4763136,79296,4842432,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.45956262866655984,0.9233333333333333,0.9180688352345494,0.37092533240715664,0.06833333333333336,0.07299988823444226,0.31670956820249563,0.05166666666666675,0.0548598070008558,0.05421576420466101,0.016666666666666607,0.018140081233586458,0.04064145163797941,77.03185990000202
stages.3.blocks.0,stages.0.blocks.0,6,9,4763136,79296,4842432,0.08863729625940323,0.9916666666666667,0.9910687234689917,2.9530205090840655,0.175,0.14223082867470332,2.8643832128246625,0.8166666666666667,0.8488378947942883,3.0151088100671775,0.8633333333333334,0.9113050004548177,-0.150725597242515,-0.046666666666666745,-0.062467105660529376,0.059658220480470064,77.66005109999969
stages.1.blocks.1,stages.0.blocks.2,7,8,306048,79296,385344,0.08863729625940323,0.9916666666666667,0.9910687234689917,0.21471236854791642,0.9633333333333334,0.961074018203154,0.1260750722885132,0.02833333333333332,0.029994705265837696,0.049262138555447255,0.008333333333333415,0.008105747818418996,0.07681293373306594,0.019999999999999907,0.0218889574474187,0.009824135694163067,133.94245729999966
stages.1.blocks.1,stages.0.blocks.0,7,9,306048,79296,385344,0.08863729625940323,0.9916666666666667,0.9910687234689917,2.8982124201456707,0.14,0.1095260283937091,2.8095751238862676,0.8516666666666667,0.8815426950752826,2.747661380420129,0.8200000000000001,0.8645509412723809,0.06191374346613854,0.03166666666666662,0.016991753802901743,0.014644557133909615,75.63620019999507
stages.0.blocks.2,stages.0.blocks.0,8,9,79296,79296,158592,0.08863729625940323,0.9916666666666667,0.9910687234689917,3.036119613647461,0.15666666666666668,0.1227459561700824,2.947482317388058,0.835,0.8683227672989092,2.7517416573564217,0.8183333333333335,0.8629427596501853,0.19574066003163626,0.016666666666666496,0.005380007648723928,0.007458014387274205,11048.736394600011
